Gene stable ID	Chromosome/scaffold name	Gene start (bp)
ENSG00000230519	12	27702338
ENSG00000286355	14	57335203
ENSG00000259008	14	57355446
ENSG00000254091	8	9233013
ENSG00000147894	9	27535640
ENSG00000139977	14	57390544
ENSG00000254237	8	9367898
ENSG00000233585	X	48775644
ENSG00000253887	8	9255349
ENSG00000279949	8	9158063
ENSG00000248592	3	52833121
ENSG00000248538	8	9151695
ENSG00000229528	1	40863914
ENSG00000226746	17	17776686
ENSG00000233118	1	40942251
ENSG00000286668	1	40939294
ENSG00000108557	17	17681458
ENSG00000228940	1	40938104
ENSG00000272138	8	79768110
ENSG00000279837	11	18601882
ENSG00000249328	8	79769372
ENSG00000256282	11	18595459
ENSG00000149534	11	60088261
ENSG00000275047	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54830927
ENSG00000247595	11	18588781
ENSG00000275596	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54819506
ENSG00000128463	15	34225013
ENSG00000185246	14	45084107
ENSG00000242737	15	50466738
ENSG00000273498	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54789862
ENSG00000170236	15	50494018
ENSG00000144130	2	112721486
ENSG00000110148	11	6259806
ENSG00000118113	11	102711796
ENSG00000179119	11	18606403
ENSG00000264167	17	17777781
ENSG00000285228	13	24611966
ENSG00000228957	9	97386240
ENSG00000237328	17	17759154
ENSG00000286375	9	97403709
ENSG00000188352	9	20658309
ENSG00000186190	20	33055424
ENSG00000248464	5	44388732
ENSG00000070193	5	44300247
ENSG00000151623	4	148078762
ENSG00000256407	1	54132686
ENSG00000116221	1	54184041
ENSG00000169607	2	112736349
ENSG00000282379	CHR_HSCHR7_2_CTG4_4	76501267
ENSG00000119977	10	95663396
ENSG00000235224	X	53113018
ENSG00000232593	X	53094145
ENSG00000231096	17	19840126
ENSG00000205693	12	27762738
ENSG00000279251	17	19855747
ENSG00000186191	20	33079644
ENSG00000234438	15	65076816
ENSG00000279954	22	45875932
ENSG00000235091	22	45875999
ENSG00000278737	15	65083042
ENSG00000223986	3	193765681
ENSG00000287206	3	193771874
ENSG00000286624	3	193770543
ENSG00000231340	X	53142832
ENSG00000229155	3	193842560
ENSG00000276277	9	42213841
ENSG00000227329	X	53164391
ENSG00000253252	8	9180251
ENSG00000275649	9	42231811
ENSG00000234019	X	53093710
ENSG00000253735	8	9351238
ENSG00000268234	9	42384805
ENSG00000100557	14	57469301
ENSG00000138592	15	50424380
ENSG00000231350	CHR_HSCHR6_MHC_APD_CTG1	31047625
ENSG00000259468	15	34255286
ENSG00000246922	15	65092770
ENSG00000130856	18	76822607
ENSG00000106633	7	44143213
ENSG00000135736	16	57512181
ENSG00000140199	15	34229784
ENSG00000155256	10	97737121
ENSG00000254572	11	122613444
ENSG00000254935	11	122618851
ENSG00000173418	20	20017310
ENSG00000244545	3	152648146
ENSG00000287706	3	152650519
ENSG00000242561	3	152800434
ENSG00000169860	3	152835131
ENSG00000280425	1	54137746
ENSG00000232464	22	25959074
ENSG00000198711	1	54236440
ENSG00000259258	15	65105534
ENSG00000278960	22	25756318
ENSG00000133454	22	25742144
ENSG00000137959	1	78619922
ENSG00000157211	1	54132968
ENSG00000241810	3	153067278
ENSG00000241671	3	153129074
ENSG00000244268	3	153156511
ENSG00000174885	11	278365
ENSG00000225632	1	54285405
ENSG00000253530	8	126506326
ENSG00000249203	5	44495099
ENSG00000230102	3	194005259
ENSG00000250418	5	44698431
ENSG00000198765	1	114854863
ENSG00000176428	7	73667831
ENSG00000237108	CHR_HSCHR6_MHC_APD_CTG1	31094157
ENSG00000203446	7	40538127
ENSG00000228147	CHR_HSCHR6_MHC_APD_CTG1	31120427
ENSG00000248711	7	40151613
ENSG00000175600	7	40134977
ENSG00000248779	5	44752949
ENSG00000251141	5	44742420
ENSG00000013810	4	1712891
ENSG00000255026	11	287305
ENSG00000285103	9	27529085
ENSG00000232935	10	127013501
ENSG00000285388	11	62936427
ENSG00000223528	10	126988095
ENSG00000267656	18	13139780
ENSG00000254828	11	55302290
ENSG00000267032	18	13151637
ENSG00000225626	9	69818394
ENSG00000254663	11	55318560
ENSG00000168884	4	2741648
ENSG00000261809	7	4511959
ENSG00000286874	7	4642248
ENSG00000287213	20	2194074
ENSG00000177830	11	867859
ENSG00000212993	8	127322183
ENSG00000278277	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54771294
ENSG00000253573	8	126766196
ENSG00000177994	2	54330034
ENSG00000275608	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54802886
ENSG00000125780	20	2296001
ENSG00000287781	8	127253213
ENSG00000288052	10	61493843
ENSG00000108219	10	80454166
ENSG00000106089	7	73699206
ENSG00000280997	8	127400399
ENSG00000282961	8	127079874
ENSG00000183346	10	61662961
ENSG00000169064	3	167240287
ENSG00000224722	8	127086263
ENSG00000168672	8	126552443
ENSG00000181652	7	151012209
ENSG00000254952	11	60159687
ENSG00000143552	1	153992685
ENSG00000101180	20	62214960
ENSG00000250354	4	148146471
ENSG00000156469	8	96239398
ENSG00000254166	8	127072694
ENSG00000286022	20	2207328
ENSG00000226644	20	2207217
ENSG00000272592	10	61684892
ENSG00000233643	10	61781745
ENSG00000287561	20	2206683
ENSG00000267286	18	13183402
ENSG00000258484	15	68818221
ENSG00000164916	7	4682295
ENSG00000267239	18	13203774
ENSG00000170260	7	149239651
ENSG00000241889	3	113885298
ENSG00000240776	3	113850237
ENSG00000240375	3	113919222
ENSG00000273394	3	113947005
ENSG00000142102	11	289126
ENSG00000273851	15	69022230
ENSG00000259265	15	69037549
ENSG00000132792	20	37693955
ENSG00000178075	3	113828182
ENSG00000137808	15	68930504
ENSG00000260460	1	156509854
ENSG00000143537	1	155050566
ENSG00000287665	7	4725440
ENSG00000271151	2	173968351
ENSG00000235049	12	1929202
ENSG00000273258	2	174011856
ENSG00000260868	2	174025280
ENSG00000235414	2	174043008
ENSG00000072778	17	7217125
ENSG00000227658	7	40775558
ENSG00000249320	4	25472517
ENSG00000282052	CHR_HSCHR17_2_CTG5	46550508
ENSG00000248608	4	25504997
ENSG00000276262	CHR_HSCHR17_2_CTG5	46419843
ENSG00000248545	4	25529177
ENSG00000256403	11	72410716
ENSG00000175893	9	14611071
ENSG00000287770	4	154605952
ENSG00000171557	4	154604134
ENSG00000183426	16	14922802
ENSG00000249624	21	33229901
ENSG00000164867	7	150991017
ENSG00000214146	3	193957372
ENSG00000216937	10	32446140
ENSG00000224403	3	193993331
ENSG00000165553	14	77265483
ENSG00000276407	3	194070103
ENSG00000253543	8	126582631
ENSG00000238043	3	193980614
ENSG00000271509	8	127292233
ENSG00000243646	21	33266367
ENSG00000220685	6	5065795
ENSG00000253438	8	126556323
ENSG00000214369	2	169790093
ENSG00000181467	3	153162226
ENSG00000239754	CHR_HSCHR6_MHC_COX_CTG1	31933196
ENSG00000087448	12	27780048
ENSG00000258830	12	57249609
ENSG00000288548	6	5072601
ENSG00000147869	9	14719724
ENSG00000219607	6	5085341
ENSG00000179912	12	57253762
ENSG00000241220	3	153357107
ENSG00000241912	3	153376831
ENSG00000173421	3	49198428
ENSG00000214124	X	24513450
ENSG00000067992	X	24465221
ENSG00000256512	12	27798641
ENSG00000256747	12	27779821
ENSG00000187792	22	23738682
ENSG00000246228	8	127289817
ENSG00000128218	22	23752743
ENSG00000286241	4	119686538
ENSG00000206013	11	298200
ENSG00000273603	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54847887
ENSG00000250772	4	119799089
ENSG00000228304	14	19847367
ENSG00000223799	21	33263873
ENSG00000183458	16	14911551
ENSG00000281642	CHR_HSCHR17_1_CTG5	45835461
ENSG00000255533	11	303856
ENSG00000176290	14	19868197
ENSG00000281815	CHR_HSCHR17_1_CTG5	45851975
ENSG00000176225	18	70003031
ENSG00000244229	18	76834429
ENSG00000168936	4	1715952
ENSG00000265261	18	76884935
ENSG00000234782	9	118082869
ENSG00000225050	9	118687752
ENSG00000159110	21	33229901
ENSG00000188064	22	45920366
ENSG00000235201	9	118740563
ENSG00000229648	2	85490930
ENSG00000227071	9	20683304
ENSG00000230033	7	156944721
ENSG00000286532	2	85537462
ENSG00000282733	CHR_HSCHR17_2_CTG5	46419950
ENSG00000231166	9	118763867
ENSG00000140030	14	88005135
ENSG00000278137	CHR_HSCHR19LRC_PGF1_CTG3_1	54268619
ENSG00000267393	18	13362203
ENSG00000258407	14	88010787
ENSG00000267503	18	13561399
ENSG00000270538	3	49252129
ENSG00000146909	7	156949712
ENSG00000267136	18	13514520
ENSG00000279275	18	13279415
ENSG00000267694	18	13461020
ENSG00000231837	1	154078866
ENSG00000286926	18	13276427
ENSG00000277213	9	42408526
ENSG00000267366	18	13500641
ENSG00000231416	1	153995632
ENSG00000234861	9	42410830
ENSG00000186047	13	50519364
ENSG00000168675	18	13217498
ENSG00000162929	2	61065871
ENSG00000232114	2	38769265
ENSG00000227238	2	38763534
ENSG00000115165	2	157414619
ENSG00000073614	12	280057
ENSG00000160868	7	99756960
ENSG00000149557	11	125442881
ENSG00000238755	3	153384934
ENSG00000280424	22	46006616
ENSG00000152147	2	38751534
ENSG00000273145	22	46013606
ENSG00000270195	4	1712821
ENSG00000111602	12	56416363
ENSG00000231711	22	46039907
ENSG00000237787	3	153431856
ENSG00000215498	22	21167758
ENSG00000243486	3	153881526
ENSG00000198553	13	50015254
ENSG00000262099	17	5469092
ENSG00000240068	3	154023835
ENSG00000176410	7	73680918
ENSG00000273300	22	19454179
ENSG00000214113	6	5102593
ENSG00000185065	22	19447893
ENSG00000286191	13	50372788
ENSG00000231812	7	97885868
ENSG00000273212	22	19456503
ENSG00000232032	7	97908256
ENSG00000185608	22	19431902
ENSG00000183444	7	97966090
ENSG00000238228	7	97946987
ENSG00000071462	7	73683025
ENSG00000284627	7	97928082
ENSG00000231859	7	97906429
ENSG00000237818	7	97898347
ENSG00000232097	7	97938439
ENSG00000284707	7	97851688
ENSG00000257943	12	95311312
ENSG00000144048	2	73762184
ENSG00000243554	7	97969005
ENSG00000285725	7	97966377
ENSG00000226744	7	97870167
ENSG00000122481	1	95234210
ENSG00000070669	7	97851677
ENSG00000110077	11	60172014
ENSG00000258313	12	95387890
ENSG00000287535	8	41566858
ENSG00000253943	8	41511240
ENSG00000196116	9	97412096
ENSG00000253174	8	41540381
ENSG00000097046	1	91500851
ENSG00000253133	8	41509593
ENSG00000100084	22	19330698
ENSG00000264578	8	41609692
ENSG00000147536	8	41529218
ENSG00000188092	1	147928393
ENSG00000234503	22	21177892
ENSG00000271092	1	95117923
ENSG00000226659	10	80529597
ENSG00000281950	CHR_HSCHR7_2_CTG4_4	76519194
ENSG00000254723	11	55325756
ENSG00000243069	3	154024401
ENSG00000117385	1	42746335
ENSG00000152078	1	95117355
ENSG00000282349	CHR_HSCHR7_2_CTG4_4	76515627
ENSG00000112996	5	44808947
ENSG00000276184	CHR_HSCHR7_2_CTG4_4	76510496
ENSG00000254577	11	43390283
ENSG00000106123	7	142855061
ENSG00000052841	11	43358920
ENSG00000114790	3	154121003
ENSG00000204946	7	149262171
ENSG00000226026	1	95161676
ENSG00000231179	CHR_HSCHR6_MHC_APD_CTG1	31561856
ENSG00000231795	20	34450930
ENSG00000228852	1	95243167
ENSG00000078747	20	34363241
ENSG00000231992	1	95120147
ENSG00000271253	7	12685637
ENSG00000227884	CHR_HSCHR6_MHC_COX_CTG1	31921995
ENSG00000237900	CHR_HSCHR6_MHC_COX_CTG1	31887151
ENSG00000147533	8	41490396
ENSG00000241556	12	95467397
ENSG00000122644	7	12686856
ENSG00000260550	16	18570448
ENSG00000078725	9	119153458
ENSG00000215734	21	36994643
ENSG00000256340	16	18571162
ENSG00000279020	18	13239543
ENSG00000267529	18	13471012
ENSG00000267177	18	13234945
ENSG00000267702	18	13486462
ENSG00000183145	21	37006150
ENSG00000244560	7	149285281
ENSG00000267690	18	13419421
ENSG00000266954	18	13644815
ENSG00000272746	18	13526078
ENSG00000283972	22	21193360
ENSG00000204001	9	136754386
ENSG00000174225	X	100969708
ENSG00000254992	11	118322789
ENSG00000259301	15	53837271
ENSG00000099953	22	23768226
ENSG00000148399	9	137554444
ENSG00000255537	11	125495214
ENSG00000149554	11	125625665
ENSG00000271664	7	149275619
ENSG00000187676	13	31199975
ENSG00000109775	4	185399537
ENSG00000225455	4	49016682
ENSG00000008128	1	1702379
ENSG00000109182	4	48986275
ENSG00000159618	16	57542643
ENSG00000102145	X	48786562
ENSG00000281688	CHR_HSCHR15_1_CTG1	21490371
ENSG00000231245	10	32511336
ENSG00000235029	7	157006307
ENSG00000130675	7	156994051
ENSG00000177105	11	3826978
ENSG00000231933	22	25876854
ENSG00000237651	2	61145068
ENSG00000229427	13	31311289
ENSG00000185482	12	57243453
ENSG00000281622	CHR_HSCHR15_1_CTG1	21534392
ENSG00000278776	CHR_HSCHR15_1_CTG1	21645163
ENSG00000107175	9	35732598
ENSG00000281604	CHR_HSCHR15_1_CTG1	21514120
ENSG00000228154	4	25622777
ENSG00000278178	CHR_HSCHR15_1_CTG1	21659028
ENSG00000232050	22	26006389
ENSG00000280555	CHR_HSCHR15_1_CTG1	21552724
ENSG00000250479	22	23765834
ENSG00000273484	8	21797460
ENSG00000224975	X	47204921
ENSG00000168546	8	21690398
ENSG00000229203	2	131829801
ENSG00000173230	3	121663199
ENSG00000279869	5	25716271
ENSG00000273454	3	123277353
ENSG00000251593	5	25909503
ENSG00000227353	9	42492663
ENSG00000254463	11	43466392
ENSG00000273804	16	14953012
ENSG00000255340	11	43378882
ENSG00000232760	2	131833783
ENSG00000241318	1	91534666
ENSG00000212978	2	61141592
ENSG00000177984	9	136759634
ENSG00000260230	9	109130293
ENSG00000286625	5	25963839
ENSG00000166181	11	43311963
ENSG00000120647	12	389273
ENSG00000273407	7	99766543
ENSG00000249099	5	26382519
ENSG00000242259	22	19351368
ENSG00000258323	12	112063909
ENSG00000235615	2	131964731
ENSG00000169314	22	23762990
ENSG00000244337	2	131958277
ENSG00000111300	12	112026689
ENSG00000243621	7	111394875
ENSG00000249346	6	33867506
ENSG00000286204	5	26473505
ENSG00000184903	7	110662644
ENSG00000271889	2	61151433
ENSG00000179859	17	7913324
ENSG00000204261	6	32844078
ENSG00000125844	20	17613678
ENSG00000274769	2	61115787
ENSG00000230571	5	26669346
ENSG00000248426	5	26669711
ENSG00000236485	2	131983937
ENSG00000287414	2	132010195
ENSG00000250703	5	26670334
ENSG00000226886	2	132037787
ENSG00000224800	1	150881236
ENSG00000285554	1	150173049
ENSG00000233183	6	33891327
ENSG00000271179	2	132080290
ENSG00000181961	11	55343151
ENSG00000283324	1	150887136
ENSG00000229357	1	150903896
ENSG00000249616	5	26739753
ENSG00000251033	5	26711551
ENSG00000224077	11	117098987
ENSG00000224662	9	136779939
ENSG00000225594	2	132087289
ENSG00000181958	11	55367884
ENSG00000225236	11	117117794
ENSG00000227745	2	132132856
ENSG00000254851	11	117135528
ENSG00000256670	12	64599078
ENSG00000254891	11	55388529
ENSG00000115486	2	85544720
ENSG00000240065	6	32844136
ENSG00000255077	11	55411526
ENSG00000256314	12	64654060
ENSG00000255493	11	55430478
ENSG00000225195	12	64628344
ENSG00000255196	11	55444435
ENSG00000280320	12	64696191
ENSG00000181950	11	55466771
ENSG00000255294	11	55475943
ENSG00000256199	12	64507166
ENSG00000153179	12	64507001
ENSG00000181943	11	55491205
ENSG00000158882	1	161225939
ENSG00000254576	11	55506635
ENSG00000070610	9	35736866
ENSG00000271362	6	33883170
ENSG00000233301	11	55537002
ENSG00000274846	CHR_HSCHR15_1_CTG1	21690124
ENSG00000181939	11	55554307
ENSG00000279514	11	55572128
ENSG00000185885	11	313506
ENSG00000172188	11	55602360
ENSG00000070010	22	19449911
ENSG00000257277	2	143674315
ENSG00000181927	11	55635113
ENSG00000231758	2	143629133
ENSG00000227948	7	111411319
ENSG00000280362	15	53910769
ENSG00000173114	7	111091006
ENSG00000018625	1	160115759
ENSG00000174982	11	55648327
ENSG00000231766	2	143100930
ENSG00000236300	2	143098123
ENSG00000254910	11	310139
ENSG00000284167	2	143099936
ENSG00000181903	11	55662201
ENSG00000185201	11	307631
ENSG00000283994	2	143601517
ENSG00000272335	5	44826076
ENSG00000226839	2	143094233
ENSG00000254841	11	55673536
ENSG00000232772	2	143096839
ENSG00000248148	5	45035199
ENSG00000287540	5	45226286
ENSG00000172915	13	34942287
ENSG00000158669	8	41577187
ENSG00000170037	17	7932101
ENSG00000257226	2	143765940
ENSG00000230616	CHR_HSCHR6_MHC_APD_CTG1	31586437
ENSG00000257284	2	143162078
ENSG00000233965	CHR_HSCHR6_MHC_APD_CTG1	31595070
ENSG00000227557	2	143098484
ENSG00000147586	8	79918717
ENSG00000224288	2	143093056
ENSG00000228655	2	143295421
ENSG00000137766	15	53978201
ENSG00000123612	2	157526767
ENSG00000224852	2	143094789
ENSG00000204264	6	32840717
ENSG00000150347	10	61901684
ENSG00000225476	2	143098898
ENSG00000225176	4	148703526
ENSG00000142089	11	319676
ENSG00000250357	4	148693032
ENSG00000228540	7	110724159
ENSG00000075884	2	143091362
ENSG00000279016	4	148819351
ENSG00000186352	4	185396021
ENSG00000227924	9	42497704
ENSG00000250392	4	119939540
ENSG00000287292	4	148445703
ENSG00000249317	4	148940941
ENSG00000250183	4	119937557
ENSG00000212952	9	42568865
ENSG00000237357	9	42566679
ENSG00000251418	4	148526493
ENSG00000204711	9	69820817
ENSG00000184986	14	105526583
ENSG00000270030	11	325703
ENSG00000270105	11	322186
ENSG00000178226	16	31138926
ENSG00000255328	11	327171
ENSG00000254205	8	80122852
ENSG00000229311	9	42579414
ENSG00000255089	11	321991
ENSG00000204816	9	42625436
ENSG00000251661	11	318640
ENSG00000230245	9	42636788
ENSG00000253825	4	120035033
ENSG00000230157	14	105536861
ENSG00000249868	8	311133
ENSG00000120057	10	97766751
ENSG00000270972	11	333192
ENSG00000076554	8	80034745
ENSG00000164695	8	81732448
ENSG00000110911	12	50979401
ENSG00000182366	8	375931
ENSG00000171219	11	64823052
ENSG00000180900	8	143790920
ENSG00000122691	7	19020991
ENSG00000216829	9	42667506
ENSG00000243160	5	79529302
ENSG00000174325	2	188733738
ENSG00000273494	CHR_HSCHR1_1_CTG3	2508533
ENSG00000223523	2	188598791
ENSG00000104231	8	81701334
ENSG00000232821	7	19112474
ENSG00000270772	3	57800056
ENSG00000182272	11	369499
ENSG00000270182	7	27158344
ENSG00000163681	3	57755450
ENSG00000156515	10	69269984
ENSG00000253187	7	27168619
ENSG00000257184	7	27163535
ENSG00000253293	7	27170592
ENSG00000091157	18	56651343
ENSG00000137076	9	35696948
ENSG00000259669	15	53946709
ENSG00000165762	14	19875142
ENSG00000168394	6	32845209
ENSG00000258541	14	19905917
ENSG00000236536	7	19119933
ENSG00000259016	14	19908096
ENSG00000234402	14	105546610
ENSG00000078399	7	27162438
ENSG00000280181	12	64709458
ENSG00000176281	14	19920582
ENSG00000257139	12	70180338
ENSG00000166268	12	69825227
ENSG00000157349	16	70289663
ENSG00000134200	1	115029826
ENSG00000277366	CHR_HSCHR19LRC_COX1_CTG3_1	54268383
ENSG00000278692	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54754729
ENSG00000197182	22	46053869
ENSG00000278305	13	31419989
ENSG00000165072	9	70043848
ENSG00000277319	13	31483414
ENSG00000259619	15	54048588
ENSG00000259550	15	54320731
ENSG00000187833	2	73784189
ENSG00000155249	14	19930917
ENSG00000115008	2	112773925
ENSG00000254678	11	117143891
ENSG00000185267	10	14819245
ENSG00000167286	11	118338954
ENSG00000243925	18	26098839
ENSG00000240809	3	76434018
ENSG00000275735	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54738547
ENSG00000213450	3	77316752
ENSG00000287567	3	77567508
ENSG00000171067	11	68261338
ENSG00000241990	22	46053705
ENSG00000185008	3	75906695
ENSG00000154611	18	26133852
ENSG00000235159	22	46067356
ENSG00000187522	10	14838306
ENSG00000182257	22	46049478
ENSG00000185837	22	17159384
ENSG00000228544	9	136803927
ENSG00000273289	22	46053093
ENSG00000231010	22	46055740
ENSG00000272896	9	136791379
ENSG00000213213	9	136796338
ENSG00000130775	1	27872543
ENSG00000257691	16	29475064
ENSG00000069998	22	17137511
ENSG00000204706	9	70033921
ENSG00000287250	2	73823154
ENSG00000230593	11	3892398
ENSG00000229368	11	3854612
ENSG00000249074	4	154724586
ENSG00000121207	4	154626945
ENSG00000255141	11	3972881
ENSG00000167842	17	5486285
ENSG00000167323	11	3854527
ENSG00000168906	2	85539168
ENSG00000236801	9	70217195
ENSG00000268364	9	70193997
ENSG00000167272	12	120578764
ENSG00000258052	12	69801669
ENSG00000280463	CHR_HSCHR15_1_CTG1	21716735
ENSG00000277558	20	34476205
ENSG00000281149	CHR_HSCHR22_1_CTG6	23392771
ENSG00000149452	11	62989154
ENSG00000181741	20	34475924
ENSG00000281076	CHR_HSCHR22_1_CTG6	23390606
ENSG00000072849	17	5471254
ENSG00000234933	20	34402149
ENSG00000131591	1	1081818
ENSG00000125971	20	34516409
ENSG00000137965	1	78649796
ENSG00000115548	2	86440647
ENSG00000225839	X	101043564
ENSG00000188917	X	101009346
ENSG00000113569	5	37288137
ENSG00000279812	17	7192295
ENSG00000233951	7	138122202
ENSG00000273066	9	136799223
ENSG00000225559	7	138163440
ENSG00000126545	4	69931068
ENSG00000213238	7	138298088
ENSG00000213237	7	138404195
ENSG00000214815	7	138440690
ENSG00000132535	17	7187187
ENSG00000183856	1	156525405
ENSG00000254907	11	43328748
ENSG00000196642	9	136807943
ENSG00000188985	18	26170726
ENSG00000170043	17	7930345
ENSG00000080298	9	3218297
ENSG00000240990	7	27184507
ENSG00000198000	9	92297358
ENSG00000274010	2	127840606
ENSG00000236388	20	34441592
ENSG00000253508	7	27186573
ENSG00000177291	10	35605341
ENSG00000005073	7	27181157
ENSG00000164022	4	106315544
ENSG00000140263	15	45023147
ENSG00000273312	10	35604485
ENSG00000287528	10	35641097
ENSG00000177283	10	35638249
ENSG00000270435	11	6297189
ENSG00000226646	10	35697300
ENSG00000280719	10	35778302
ENSG00000284024	10	14838160
ENSG00000170955	11	6318946
ENSG00000172590	14	22829879
ENSG00000100592	14	59188646
ENSG00000262730	17	7925931
ENSG00000170049	17	7921859
ENSG00000282556	11	6319140
ENSG00000243479	7	157010805
ENSG00000258822	14	19954490
ENSG00000227313	10	35896874
ENSG00000229067	1	91600171
ENSG00000260970	9	119495375
ENSG00000227475	10	36089086
ENSG00000276086	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54724481
ENSG00000236626	10	36432882
ENSG00000236102	7	157057709
ENSG00000203914	1	91642516
ENSG00000261432	9	119935053
ENSG00000231397	7	149321865
ENSG00000229365	7	157087955
ENSG00000215311	7	149334024
ENSG00000269446	7	157109980
ENSG00000225960	9	119973094
ENSG00000249505	3	129045763
ENSG00000133105	13	31739526
ENSG00000257506	16	29478879
ENSG00000287937	2	112817076
ENSG00000237889	CHR_HSCHR6_MHC_APD_CTG1	31597175
ENSG00000268575	1	1702736
ENSG00000153495	13	111316184
ENSG00000227775	1	1724512
ENSG00000146618	7	19144782
ENSG00000229533	7	19144293
ENSG00000215790	1	1724838
ENSG00000233234	1	2811850
ENSG00000287396	1	2814056
ENSG00000231630	1	2814432
ENSG00000126950	X	101078879
ENSG00000232795	13	35185294
ENSG00000284745	1	2960658
ENSG00000180660	13	35473789
ENSG00000223838	7	19353531
ENSG00000169203	16	29483642
ENSG00000277080	CHR_HSCHR19_4_CTG3_1	54246700
ENSG00000273655	CHR_HSCHR19_4_CTG3_1	54209707
ENSG00000134910	11	125591712
ENSG00000274148	CHR_HSCHR19_4_CTG3_1	54237215
ENSG00000169717	1	3021467
ENSG00000287650	13	35494178
ENSG00000234835	13	35251070
ENSG00000105849	7	19695461
ENSG00000185808	21	37059170
ENSG00000237124	9	109300186
ENSG00000095203	9	109171975
ENSG00000091164	18	56597209
ENSG00000169488	14	19975444
ENSG00000155330	16	46796603
ENSG00000196383	14	19999913
ENSG00000184363	11	392614
ENSG00000237713	7	13339201
ENSG00000229618	7	12726152
ENSG00000169484	14	20014143
ENSG00000226222	X	24632257
ENSG00000236836	X	24650073
ENSG00000259352	15	45073492
ENSG00000259418	15	45041716
ENSG00000230879	7	12922545
ENSG00000102230	X	24558087
ENSG00000242137	12	120594015
ENSG00000176253	14	20029399
ENSG00000282254	CHR_HSCHR7_2_CTG4_4	76537175
ENSG00000244563	2	127846736
ENSG00000144231	2	127843553
ENSG00000273922	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54707916
ENSG00000286369	11	68272102
ENSG00000276464	CHR_HSCHR7_2_CTG4_4	76597802
ENSG00000228151	7	149398204
ENSG00000261842	7	149422675
ENSG00000258899	14	20043916
ENSG00000184423	3	1595777
ENSG00000276994	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54703952
ENSG00000176246	14	20060045
ENSG00000273546	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54700593
ENSG00000258641	14	20093353
ENSG00000273735	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54864204
ENSG00000163046	2	132147591
ENSG00000237887	2	54529343
ENSG00000226334	9	104927553
ENSG00000238018	2	54661011
ENSG00000176230	14	20110739
ENSG00000165029	9	104781006
ENSG00000255232	11	3961277
ENSG00000228661	11	3854318
ENSG00000115306	2	54456317
ENSG00000240385	11	4018948
ENSG00000224555	11	3989163
ENSG00000232458	7	40964667
ENSG00000184394	14	20138820
ENSG00000224017	7	41089539
ENSG00000256008	12	120628830
ENSG00000131050	20	33161768
ENSG00000047621	12	4487735
ENSG00000157782	12	120640552
ENSG00000173452	7	19719315
ENSG00000276534	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54802839
ENSG00000159720	16	67438014
ENSG00000113100	5	26880597
ENSG00000215297	9	3364329
ENSG00000267146	18	56872668
ENSG00000234022	2	15564170
ENSG00000267225	18	57027832
ENSG00000251127	8	61759094
ENSG00000221890	22	38818452
ENSG00000272679	9	136800366
ENSG00000266227	18	26204869
ENSG00000244187	9	136791344
ENSG00000224316	7	65773620
ENSG00000236529	7	65840055
ENSG00000133475	22	21207973
ENSG00000215881	13	111596009
ENSG00000204398	13	111588201
ENSG00000182010	10	62183035
ENSG00000228207	Y	8901203
ENSG00000177133	1	3059615
ENSG00000134198	1	115048011
ENSG00000259280	15	36876379
ENSG00000211890	14	105583731
ENSG00000173175	3	123282296
ENSG00000213212	9	136812788
ENSG00000237662	20	33187391
ENSG00000172667	3	178960121
ENSG00000089063	20	5068232
ENSG00000224116	7	41693884
ENSG00000279202	16	24098239
ENSG00000279276	16	23962951
ENSG00000103064	16	68264516
ENSG00000166501	16	23835983
ENSG00000254906	11	20670425
ENSG00000229500	20	20253303
ENSG00000122641	7	41667168
ENSG00000241054	20	20094401
ENSG00000225477	11	21283779
ENSG00000255167	11	21260061
ENSG00000254816	11	21169748
ENSG00000089101	20	20052514
ENSG00000276518	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54771247
ENSG00000165973	11	20669551
ENSG00000274676	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54819459
ENSG00000196781	9	81583683
ENSG00000249828	4	49203171
ENSG00000249079	4	49212251
ENSG00000280043	4	49229573
ENSG00000250016	4	49233289
ENSG00000236132	22	31816379
ENSG00000227813	22	31890344
ENSG00000196715	7	65873074
ENSG00000272293	8	450714
ENSG00000183566	20	33193585
ENSG00000147364	8	406428
ENSG00000278084	12	121874193
ENSG00000287493	12	121887540
ENSG00000233786	2	132262328
ENSG00000100150	22	31753867
